ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
86161,Vincent Paul Nihill,M,25,180,66,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Track and Field,Track and Field Men's 50 kilometres Walk,Silver
86170,Vilho Aleksander Niittymaa,M,27,179,80,Finland,FIN,1924 Summer,1924,Summer,Paris,Track and Field,Track and Field Men's Discus Throw,Silver
86174,"Gerhardus Marinus Maria ""Gerard"" Nijboer",M,24,182,70,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's Marathon,Silver
86211,Igor Ivanovich Nikitin,M,28,175,99,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Heavyweight I,Silver
86224,Jouko Yrj Nikkanen,M,21,182,77,Finland,FIN,1936 Summer,1936,Summer,Berlin,Track and Field,Track and Field Men's Javelin Throw,Silver
86233,Elmer Konstantin Niklander,M,22,185,79,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Track and Field,"Track and Field Men's Discus Throw, Both Hands",Silver
86233,Elmer Konstantin Niklander,M,30,185,79,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Track and Field,Track and Field Men's Shot Put,Silver
86244,Alexandros Nikolaidis,M,24,201,103.5,Greece,GRE,2004 Summer,2004,Summer,"Athens,GR",Taekwondo,Taekwondo Men's Heavyweight,Silver
86244,Alexandros Nikolaidis,M,28,201,103.5,Greece,GRE,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Heavyweight,Silver
86265,Yelena Nikolayevna Nikolayeva (Kuznetsova-),F,26,164,58,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Women's 10 kilometres Walk,Silver
86280,Stamatios Nikolopoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,"Athens,GR",Cycling,Cycling Men's Sprint,Silver
86280,Stamatios Nikolopoulos,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,"Athens,GR",Cycling,Cycling Men's 333 metres Time Trial,Silver
86295,Ognyan Velikov Nikolov,M,23,157,48,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver
86297,Stoyan Nikolov Ivanov,M,27,182,90,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
86386,Nils Gunnar Lorentz Nilsson,M,25,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,Silver
86392,Hans Henrik Nilsson,M,24,190,86,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
86432,Tor Folke Ren Nilsson,M,29,NA,NA,Sweden,SWE,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
86438,Stefan Nimke,M,22,186,94,Germany,GER,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
86473,Daniel Nipkow,M,30,180,68,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
86482,"Robert Archibald ""Archie"" Nisbet",M,27,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Pairs,Silver
86494,Shuhei Nishida,M,22,176,61,Japan,JPN,1932 Summer,1932,Summer,Los Angeles,Track and Field,Track and Field Men's Pole Vault,Silver
86494,Shuhei Nishida,M,26,176,61,Japan,JPN,1936 Summer,1936,Summer,Berlin,Track and Field,Track and Field Men's Pole Vault,Silver
86533,Kerttu Elina Niskanen,F,25,172,58,Finland,FIN,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Silver
86537,Mirko Niovi,M,23,182,83,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
86577,Koki Niwa,M,21,162,51,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Silver
86579,Charles George Ashburner Nix,M,34,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Running Target, Single Shot, Team",Silver
86588,Marat Atayevich Niyazov,M,26,176,73,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
86589,Adilbek Sabitovich Niyazymbetov,M,23,180,81,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,Silver
86589,Adilbek Sabitovich Niyazymbetov,M,27,180,81,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Silver
86595,Francine Niyonsaba,F,23,166,60,Burundi,BDI,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,Track and Field Women's 800 metres,Silver
86600,Denis Gennadyevich Nizhegorodov,M,24,174,63,Russia,RUS,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Men's 50 kilometres Walk,Silver
86607,"Marcello Nizzola, Sr.",M,32,170,NA,Italy,ITA,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Silver
86664,Angelika Noack,F,25,177,83,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxless Pairs,Silver
86784,Helmut Noll,M,18,NA,NA,Germany,GER,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,Silver
86809,Nong Qunhua,F,26,165,55,China-1,CHN,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Doubles,Silver
86873,"Elina Elisabeth ""Lisa"" Nordn",F,27,176,60,Sweden,SWE,2012 Summer,2012,Summer,London,Triathlon,Triathlon Women's Olympic Distance,Silver
86877,Arthur Georg Nordenswan,M,29,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Silver
86924,Svea Placida Mariana Norn (-Kllstrm),F,24,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Women's Singles,Silver
86955,Peter George Norman,M,26,178,73,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Men's 200 metres,Silver
86970,Harald Norpoth,M,22,184,62,Germany,GER,1964 Summer,1964,Summer,Tokyo,Track and Field,"Track and Field Men's 5,000 metres",Silver
87014,Emerson Carlysle Norton,M,23,184,79,United States,USA,1924 Summer,1924,Summer,Paris,Track and Field,Track and Field Men's Decathlon,Silver
87017,John Kelley Norton,M,27,183,93,United States,USA,1920 Summer,1920,Summer,Antwerpen,Track and Field,Track and Field Men's 400 metres Hurdles,Silver
87021,"Piet ""Pietie"" Norval",M,22,183,76,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Men's Doubles,Silver
67032,Team New Zealand,F,NA,NA,NA,New Zealand,NZL,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
13362,"Mitchell Jay ""Mitch"" Booth",M,33,169,78,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Multihull,Silver
87064,"Martin Wayne ""Marty"" Nothstein",M,25,187,96,United States,USA,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Sprint,Silver
87104,Gbor Novk,M,17,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Silver
87105,Grigory Irmovich Novak,M,33,NA,88,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
87145,Igor Novikov,M,30,183,75,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
87145,Igor Novikov,M,34,183,75,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
87148,Sergey Valentinovich Novikov,M,30,184,75,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,Silver
87175,Jana Novotn,F,19,175,63,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Silver
87175,Jana Novotn,F,27,175,63,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Women's Doubles,Silver
87188,Viktor Vladimirovich Novozhilov,M,26,181,82,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
87226,Richard Nowakowski,M,20,174,57,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight,Silver
87248,Ramaz Nozadze,M,20,184,96,Georgia,GEO,2004 Summer,2004,Summer,"Athens,GR",Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
87298,"Lawrence Adam ""Larry"" Nuesslein",M,24,NA,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",Silver
87390,Paavo Johannes Nurmi,M,22,174,65,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Track and Field,"Track and Field Men's 5,000 metres",Silver
87390,Paavo Johannes Nurmi,M,30,174,65,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Track and Field,"Track and Field Men's 5,000 metres",Silver
87390,Paavo Johannes Nurmi,M,30,174,65,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Track and Field,"Track and Field Men's 3,000 metres Steeplechase",Silver
87404,Liliya Foatovna Nurutdinova,F,28,174,52,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Track and Field,Track and Field Women's 800 metres,Silver
87458,Nyambayaryn Tgstsogt,M,20,168,52,Mongolia,MGL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Silver
87460,Suleiman Nyambui,M,27,182,74,Tanzania,TAN,1980 Summer,1980,Summer,Moskva,Track and Field,"Track and Field Men's 5,000 metres",Silver
87525,Matti Ensio Nyknen (-Paanala),M,20,177,54,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver
87543,John Emanuel Nyman,M,28,NA,NA,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
112213,Charles Earl Smith,M,42,NA,NA,Gallant,USA,1932 Summer,1932,Summer,Los Angeles,Sailing,Sailing Mixed 6 metres,Silver
87570,Hjalmar Eemil Nystrm,M,24,NA,NA,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
87611,O Sang-Eun,M,35,186,72,South Korea,KOR,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Team,Silver
87616,O Seung-Rip,M,25,175,80,South Korea,KOR,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Middleweight,Silver
87674,"William Parry O'Brien, Jr.",M,28,190,111,United States,USA,1960 Summer,1960,Summer,Roma,Track and Field,Track and Field Men's Shot Put,Silver
87680,Terence Noel O'Brien,M,21,NA,NA,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Pairs,Silver
87690,Anthony Obame Mylann,M,23,190,97,Gabon,GAB,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Heavyweight,Silver
87710,Patricia Obee,F,24,165,60,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Silver
87732,Christina Obergfll,F,30,175,79,Germany,GER,2012 Summer,2012,Summer,London,Track and Field,Track and Field Women's Javelin Throw,Silver
87737,Ute Oberhoffner-Wei,F,26,166,66,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Luge,Luge Women's Singles,Silver
87787,Francis Obiorah Obikwelu,M,25,195,79,Portugal,POR,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Men's 100 metres,Silver
87792,Hellen Onsando Obiri,F,26,160,50,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,"Track and Field Women's 5,000 metres",Silver
87833,Hugues Obry,M,27,185,75,France,FRA,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Individual",Silver
87884,Peter O'Connor,M,33,186,66,Great Britain,GBR,1906 Summer,1906,Summer,"Athens,GR",Track and Field,Track and Field Men's Long Jump,Silver
87890,Siobhan-Marie O'Connor,F,20,173,60,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,Silver
87895,William Scott O'Connor,M,40,NA,NA,United States,USA,1904 Summer,1904,Summer,St. Louis,Fencing,"Fencing Men's Single Sticks, Individual",Silver
87909,Diego Occhiuzzi,M,31,180,76,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Sabre, Individual",Silver
87916,Isabella Bosibori Ochichi,F,24,152,41,Kenya,KEN,2004 Summer,2004,Summer,"Athens,GR",Track and Field,"Track and Field Women's 5,000 metres",Silver
87919,Sofya Albertovna Ochigava,F,25,170,60,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Lightweight,Silver
87962,Gary O'Donovan,M,23,172,70,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Silver
87963,Paul O'Donovan,M,22,177,70,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Silver
87974,Dorothy Jennifer Beatrice Odam-Tyler,F,16,168,52,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Track and Field,Track and Field Women's High Jump,Silver
87974,Dorothy Jennifer Beatrice Odam-Tyler,F,28,168,52,Great Britain,GBR,1948 Summer,1948,Summer,London,Track and Field,Track and Field Women's High Jump,Silver
88018,Josef Odloil,M,25,177,70,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Track and Field,"Track and Field Men's 1,500 metres",Silver
88066,Marlies Oelsner-Ghr,F,22,165,55,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Women's 100 metres,Silver
88068,Alexander Dale Oen,M,23,190,80,Norway,NOR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,Silver
88074,Brigitte Oertli,F,25,174,70,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Downhill,Silver
88074,Brigitte Oertli,F,25,174,70,Switzerland,SUI,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Combined,Silver
88079,Rolf Oesterreich,M,23,184,75,East Germany-1,GDR,1976 Winter,1976,Winter,Innsbruck,Figure Skating,Figure Skating Mixed Pairs,Silver
88131,smail Oan,M,27,170,73,Turkey,TUR,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
88151,Naoya Ogawa,M,24,191,130,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Heavyweight,Silver
88155,Ruth Ogbeifo,F,28,161,75,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Heavyweight,Silver
66300,Andrew Landenberger,M,29,182,73,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Multihull,Silver
88281,Per Erik Fabian Ohlsson,M,35,173,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Silver
88298,Apolo Anton Ohno,M,19,173,68,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Silver
88298,Apolo Anton Ohno,M,27,173,68,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Silver
88313,Masashi Ohuchi,M,25,165,80,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Middleweight,Silver
88316,Christine Ijeoma Chika Ohuruogu,F,28,172,70,Great Britain,GBR,2012 Summer,2012,Summer,London,Track and Field,Track and Field Women's 400 metres,Silver
88485,Antonina Nikolayevna Okorokova-Lazareva,F,27,182,68,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Track and Field,Track and Field Women's High Jump,Silver
88590,Abraham Olano Manzano,M,26,178,64,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Men's Individual Time Trial,Silver
88596,Maria Olaru,F,18,163,48,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Silver
88612,Bernd Olbricht,M,19,189,85,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
88613,Kenan Olcay,M,NA,NA,NA,Turkey,TUR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Silver
88640,Artur Olech,M,24,160,51,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,Silver
88640,Artur Olech,M,28,160,51,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Flyweight,Silver
88641,Janusz Roman Olech,M,23,179,75,Poland,POL,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual",Silver
88651,"Penelope ""Penny"" Oleksiak",F,16,185,68,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,Silver
88656,Valentin Grigoryevich Olenik,M,29,184,87,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
88657,Elisabeta Oleniuc-Lip,F,23,183,80,Romania,ROU,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Double Sculls,Silver
88657,Elisabeta Oleniuc-Lip,F,27,183,80,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Double Sculls,Silver
88678,Ercole Olgeni,M,40,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Pairs,Silver
88694,Johan Fredrik Olin,M,28,180,120,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
88820,Pierre Ollivier,M,NA,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
88847,Anna-Carin Helena Cecilia Olofsson-Zidek,F,32,159,55,Sweden,SWE,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Silver
88881,Joachim Brchner Olsen,M,27,184,142,Denmark,DEN,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Men's Shot Put,Silver
88902,Oskar Victor Olsen,M,26,NA,NA,Norway,NOR,1924 Winter,1924,Winter,Mont-Blanc,Speed Skating,Speed Skating Men's 500 metres,Silver
88904,Otto Martin Olsen,M,35,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver
88904,Otto Martin Olsen,M,35,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Silver
88904,Otto Martin Olsen,M,39,NA,NA,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot, Team",Silver
88914,Peter Richard Olsen,M,24,NA,NA,Denmark,DEN,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Pairs,Silver
88920,Svend Egil Benjamin Olsen,M,23,170,NA,Denmark,DEN,1932 Summer,1932,Summer,Los Angeles,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
88930,Zoe Ann Olsen-Jensen (-Bramham),F,17,NA,NA,United States,USA,1948 Summer,1948,Summer,London,Diving,Diving Women's Springboard,Silver
88963,Gunnar Alfred Olsson,M,32,185,80,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
88969,Johan Arne Olsson,M,33,181,70,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Silver
89028,Nikolay Igorevich Olyunin,M,22,180,84,Russia,RUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Boardercross,Silver
89029,Alevtina Sergeyevna Olyunina-Smirnova (-Panarina),F,29,167,62,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
89040,Om Yun-Chol,M,24,151,56,North Korea,PRK,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Silver
89080,Harcourt Ommundsen,M,29,NA,NA,Great Britain,GBR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Silver
89080,Harcourt Ommundsen,M,33,NA,NA,Great Britain,GBR,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",Silver
89117,"Susan ""Susie"" O'Neill",F,27,171,63,Australia,AUS,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,Silver
89187,Takashi Ono,M,25,160,58,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,Silver
89187,Takashi Ono,M,25,160,58,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,Silver
89187,Takashi Ono,M,29,160,58,Japan,JPN,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,Silver
89196,Henrietta nodi,F,18,146,47,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,Silver
89211,Jakob Onsrud (Hanssen-),M,38,NA,NA,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Silver
89227,Borys Hryhorovych Onyshchenko,M,31,178,74,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
89227,Borys Hryhorovych Onyshchenko,M,34,178,74,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
89238,"Hendrik ""Henk"" Ooms",M,20,NA,NA,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
89254,Maksim Aleksandrovich Opalev,M,21,184,93,Russia,RUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
89257,Jerzy Janusz Opara,M,27,176,80,Poland,POL,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
89287,Britta Oppelt,F,26,172,69,Germany,GER,2004 Summer,2004,Summer,"Athens,GR",Rowing,Rowing Women's Double Sculls,Silver
107523,Hermann Schridde,M,27,178,62,Germany,GER,1964 Summer,1964,Summer,Tokyo,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
89301,Marian Oprea,M,22,191,85,Romania,ROU,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Men's Triple Jump,Silver
89363,Lszl Orbn,M,22,167,62,Hungary,HUN,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,Silver
89365,Adrien Eugne Joseph Max Orban,M,24,NA,NA,Royal Club Nautique de Gand,BEL,1906 Summer,1906,Summer,"Athens,GR",Rowing,Rowing Men's Coxed Pairs (1 mile),Silver
89366,Joseph Albert Clestin Rmy Orban,M,26,NA,79,Royal Club Nautique de Gand,BEL,1906 Summer,1906,Summer,"Athens,GR",Rowing,Rowing Men's Coxed Pairs (1 mile),Silver
89368,Olga Orban-Szabo (Orbn-Szab),F,18,161,55,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Women's Foil, Individual",Silver
89405,"Maria Johanna Martina ""Miriam"" Oremans (-Vermeer)",F,28,169,65,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,Silver
89416,Georgios D. Orfanidis,M,NA,NA,NA,Greece,GRE,1896 Summer,1896,Summer,"Athens,GR",Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Silver
89461,Nikolay Orlov,M,NA,NA,NA,Russia,RUS,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
89462,Vladimir Aleksandrovich Orlov,M,25,180,75,Soviet Union,URS,1964 Winter,1964,Winter,Innsbruck,Speed Skating,Speed Skating Men's 500 metres,Silver
89505,Alejandra Orozco Loza,F,15,156,47,Mexico,MEX,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Silver
89531,Brian Ernest Orser,M,22,170,61,Canada,CAN,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Men's Singles,Silver
89531,Brian Ernest Orser,M,26,170,61,Canada,CAN,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Men's Singles,Silver
89553,Orlando Ortega Alejo,M,25,182,77,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Track and Field,Track and Field Men's 110 metres Hurdles,Silver
89559,Ruben Julius Israel rtegren,M,30,NA,NA,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Silver
89582,Idalys Ortz Bocourt,F,26,180,95,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Heavyweight,Silver
89593,Luis Ortz Flores,M,18,175,60,Puerto Rico,PUR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Silver
89632,Rstm Orucov,M,24,179,73,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,Silver
896,Team Nigeria,M,NA,NA,NA,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
89670,Shawn O'Sullivan,M,22,178,71,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,Silver
89671,Sonia O'Sullivan,F,30,175,55,Ireland,IRL,2000 Summer,2000,Summer,Sydney,Track and Field,"Track and Field Women's 5,000 metres",Silver
89681,Yoshihiko Osaki,M,21,176,68,Japan,JPN,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Breaststroke,Silver
89706,Carl Townsend Osburn,M,28,180,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, Three Positions, 300 metres",Silver
89706,Carl Townsend Osburn,M,28,180,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Military Rifle, Any Position, 600 metres",Silver
